# Thermal Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 T_phot (K) 	 L_phot (erg/s) 	 R_phot (cm/c) 	 shell_index

181.962 	 5.39299 	 0.00299055 	 5.50924e+06 	 3.05307e+46 	 176.569 	 539
180.329 	 5.40294 	 0.00294431 	 5.55522e+06 	 3.07854e+46 	 174.926 	 540
178.481 	 5.41289 	 0.00289238 	 5.60819e+06 	 3.1079e+46 	 173.069 	 541
176.429 	 5.42284 	 0.00283516 	 5.66828e+06 	 3.1412e+46 	 171.006 	 542
174.183 	 5.43277 	 0.0027731 	 5.73558e+06 	 3.17849e+46 	 168.75 	 543
171.757 	 5.4427 	 0.00270671 	 5.81019e+06 	 3.21984e+46 	 166.314 	 544
169.165 	 5.45264 	 0.0026365 	 5.8922e+06 	 3.26529e+46 	 163.713 	 545
166.423 	 5.46257 	 0.00256304 	 5.98167e+06 	 3.31487e+46 	 160.96 	 546
163.545 	 5.47249 	 0.00248688 	 6.07869e+06 	 3.36864e+46 	 158.073 	 547
160.55 	 5.48241 	 0.00240856 	 6.18331e+06 	 3.42662e+46 	 155.067 	 548
157.452 	 5.49232 	 0.00232865 	 6.2956e+06 	 3.48884e+46 	 151.959 	 549
154.268 	 5.50224 	 0.00224765 	 6.4156e+06 	 3.55534e+46 	 148.765 	 550
151.014 	 5.51216 	 0.00216606 	 6.54337e+06 	 3.62615e+46 	 145.501 	 551
147.705 	 5.52208 	 0.00208436 	 6.67894e+06 	 3.70128e+46 	 142.183 	 552
144.357 	 5.532 	 0.00200296 	 6.82235e+06 	 3.78075e+46 	 138.825 	 553
140.984 	 5.54192 	 0.00192226 	 6.97363e+06 	 3.86459e+46 	 135.442 	 554
137.598 	 5.55185 	 0.00184261 	 7.13282e+06 	 3.95281e+46 	 132.046 	 555
134.212 	 5.56177 	 0.00176431 	 7.29993e+06 	 4.04541e+46 	 128.65 	 556
130.837 	 5.57169 	 0.00168764 	 7.47498e+06 	 4.14242e+46 	 125.266 	 557
127.485 	 5.58161 	 0.00161281 	 7.65798e+06 	 4.24384e+46 	 121.903 	 558
124.163 	 5.59154 	 0.00154002 	 7.84894e+06 	 4.34966e+46 	 118.572 	 559
120.881 	 5.60147 	 0.00146943 	 8.04786e+06 	 4.45989e+46 	 115.28 	 560
117.646 	 5.6114 	 0.00140114 	 8.25473e+06 	 4.57454e+46 	 112.035 	 561
114.465 	 5.62134 	 0.00133525 	 8.46954e+06 	 4.69358e+46 	 108.843 	 562
111.342 	 5.63127 	 0.00127181 	 8.69227e+06 	 4.81701e+46 	 105.711 	 563
108.283 	 5.64121 	 0.00121087 	 8.92291e+06 	 4.94482e+46 	 102.642 	 564
105.292 	 5.65115 	 0.00115244 	 9.16142e+06 	 5.077e+46 	 99.6405 	 565
102.371 	 5.66109 	 0.00109651 	 9.40776e+06 	 5.21351e+46 	 96.7101 	 566
99.5242 	 5.67104 	 0.00104305 	 9.66189e+06 	 5.35434e+46 	 93.8532 	 567
96.7526 	 5.68099 	 0.000992042 	 9.92376e+06 	 5.49947e+46 	 91.0716 	 568
94.0576 	 5.69094 	 0.000943422 	 1.01933e+07 	 5.64885e+46 	 88.3667 	 569
91.4402 	 5.7009 	 0.000897137 	 1.04705e+07 	 5.80246e+46 	 85.7393 	 570
88.9008 	 5.71085 	 0.00085312 	 1.07552e+07 	 5.96025e+46 	 83.19 	 571
86.4394 	 5.72081 	 0.000811299 	 1.10475e+07 	 6.12219e+46 	 80.7186 	 572
84.0556 	 5.73077 	 0.000771597 	 1.13471e+07 	 6.28823e+46 	 78.3248 	 573
81.7487 	 5.74073 	 0.000733935 	 1.1654e+07 	 6.45832e+46 	 76.008 	 574
79.518 	 5.7507 	 0.00069823 	 1.19681e+07 	 6.6324e+46 	 73.7673 	 575
77.3622 	 5.76067 	 0.000664399 	 1.22894e+07 	 6.81043e+46 	 71.6015 	 576
75.28 	 5.77063 	 0.000632359 	 1.26176e+07 	 6.99234e+46 	 69.5093 	 577
73.2699 	 5.7806 	 0.000602028 	 1.29528e+07 	 7.17807e+46 	 67.4893 	 578
71.3303 	 5.79057 	 0.000573323 	 1.32947e+07 	 7.36756e+46 	 65.5397 	 579
69.4595 	 5.80054 	 0.000546165 	 1.36433e+07 	 7.56073e+46 	 63.6589 	 580
67.6556 	 5.81052 	 0.000520476 	 1.39984e+07 	 7.75752e+46 	 61.8451 	 581
65.9169 	 5.8205 	 0.00049618 	 1.43599e+07 	 7.95785e+46 	 60.0964 	 582
64.2414 	 5.83047 	 0.000473204 	 1.47276e+07 	 8.16164e+46 	 58.4109 	 583
62.6271 	 5.84045 	 0.000451478 	 1.51015e+07 	 8.36881e+46 	 56.7867 	 584
61.0722 	 5.85043 	 0.000430933 	 1.54813e+07 	 8.57929e+46 	 55.2218 	 585
59.5747 	 5.86041 	 0.000411505 	 1.58669e+07 	 8.79299e+46 	 53.7143 	 586
58.1326 	 5.87039 	 0.000393132 	 1.62582e+07 	 9.00982e+46 	 52.2622 	 587
56.744 	 5.88037 	 0.000375755 	 1.66549e+07 	 9.2297e+46 	 50.8637 	 588
55.4071 	 5.89036 	 0.000359318 	 1.7057e+07 	 9.45252e+46 	 49.5168 	 589
54.12 	 5.90034 	 0.000343768 	 1.74643e+07 	 9.67821e+46 	 48.2196 	 590
52.8808 	 5.91033 	 0.000329053 	 1.78765e+07 	 9.90667e+46 	 46.9705 	 591
51.6878 	 5.92031 	 0.000315127 	 1.82936e+07 	 1.01378e+47 	 45.7674 	 592
50.5392 	 5.9303 	 0.000301944 	 1.87153e+07 	 1.03715e+47 	 44.6089 	 593
49.4333 	 5.94029 	 0.000289462 	 1.91416e+07 	 1.06077e+47 	 43.493 	 594
48.3685 	 5.95028 	 0.000277639 	 1.9572e+07 	 1.08463e+47 	 42.4183 	 595
47.3433 	 5.96027 	 0.000266438 	 2.00067e+07 	 1.10871e+47 	 41.383 	 596
46.356 	 5.97026 	 0.000255822 	 2.04452e+07 	 1.13302e+47 	 40.3857 	 597
45.4051 	 5.98025 	 0.000245759 	 2.08875e+07 	 1.15753e+47 	 39.4249 	 598
44.4893 	 5.99023 	 0.000236216 	 2.13334e+07 	 1.18224e+47 	 38.4991 	 599
43.6072 	 6.00023 	 0.000227163 	 2.17827e+07 	 1.20714e+47 	 37.6069 	 600
42.7573 	 6.01022 	 0.000218573 	 2.22352e+07 	 1.23221e+47 	 36.7471 	 601
41.9384 	 6.02021 	 0.000210418 	 2.26907e+07 	 1.25745e+47 	 35.9182 	 602
41.1494 	 6.0302 	 0.000202674 	 2.3149e+07 	 1.28285e+47 	 35.1192 	 603
40.3889 	 6.0402 	 0.000195318 	 2.361e+07 	 1.3084e+47 	 34.3487 	 604
39.6558 	 6.05019 	 0.000188326 	 2.40735e+07 	 1.33409e+47 	 33.6056 	 605
38.9491 	 6.06018 	 0.00018168 	 2.45393e+07 	 1.3599e+47 	 32.8889 	 606
38.2676 	 6.07018 	 0.000175359 	 2.50072e+07 	 1.38583e+47 	 32.1974 	 607
37.6105 	 6.08017 	 0.000169345 	 2.5477e+07 	 1.41186e+47 	 31.5303 	 608
36.9766 	 6.09016 	 0.000163621 	 2.59485e+07 	 1.43799e+47 	 30.8864 	 609
36.3651 	 6.10016 	 0.00015817 	 2.64216e+07 	 1.46421e+47 	 30.2649 	 610
35.7751 	 6.11015 	 0.000152979 	 2.68961e+07 	 1.49051e+47 	 29.6649 	 611
35.2057 	 6.12015 	 0.000148032 	 2.73718e+07 	 1.51687e+47 	 29.0856 	 612
34.6561 	 6.13014 	 0.000143316 	 2.78485e+07 	 1.54329e+47 	 28.526 	 613
34.1256 	 6.14014 	 0.000138818 	 2.83262e+07 	 1.56975e+47 	 27.9855 	 614
33.6134 	 6.15013 	 0.000134528 	 2.88045e+07 	 1.59626e+47 	 27.4632 	 615
33.1187 	 6.16013 	 0.000130433 	 2.92833e+07 	 1.6228e+47 	 26.9586 	 616
32.6409 	 6.17013 	 0.000126523 	 2.97625e+07 	 1.64935e+47 	 26.4708 	 617
32.1793 	 6.18012 	 0.000122789 	 3.02418e+07 	 1.67592e+47 	 25.9992 	 618
31.7333 	 6.19012 	 0.00011922 	 3.07212e+07 	 1.70248e+47 	 25.5432 	 619
31.3023 	 6.20012 	 0.00011581 	 3.12005e+07 	 1.72904e+47 	 25.1022 	 620
30.8857 	 6.21011 	 0.000112548 	 3.16795e+07 	 1.75559e+47 	 24.6756 	 621
30.483 	 6.22011 	 0.000109428 	 3.2158e+07 	 1.78211e+47 	 24.2629 	 622
30.0937 	 6.23011 	 0.000106443 	 3.2636e+07 	 1.80859e+47 	 23.8636 	 623
29.7171 	 6.2401 	 0.000103585 	 3.31132e+07 	 1.83504e+47 	 23.477 	 624
29.3529 	 6.2501 	 0.000100848 	 3.35895e+07 	 1.86143e+47 	 23.1028 	 625
29.0006 	 6.2601 	 9.8226e-05 	 3.40647e+07 	 1.88777e+47 	 22.7405 	 626
28.6598 	 6.2701 	 9.57132e-05 	 3.45388e+07 	 1.91404e+47 	 22.3897 	 627
28.33 	 6.28009 	 9.33043e-05 	 3.50116e+07 	 1.94024e+47 	 22.0499 	 628
28.0107 	 6.29009 	 9.09941e-05 	 3.54829e+07 	 1.96636e+47 	 21.7206 	 629
27.7018 	 6.30009 	 8.87778e-05 	 3.59526e+07 	 1.99239e+47 	 21.4017 	 630
27.4026 	 6.31009 	 8.66509e-05 	 3.64206e+07 	 2.01832e+47 	 21.0925 	 631
27.113 	 6.32008 	 8.46091e-05 	 3.68867e+07 	 2.04416e+47 	 20.7929 	 632
26.8325 	 6.33008 	 8.26483e-05 	 3.73509e+07 	 2.06988e+47 	 20.5024 	 633
26.5609 	 6.34008 	 8.07647e-05 	 3.7813e+07 	 2.09549e+47 	 20.2208 	 634
26.2977 	 6.35008 	 7.89548e-05 	 3.82728e+07 	 2.12097e+47 	 19.9477 	 635
26.0428 	 6.36008 	 7.7215e-05 	 3.87304e+07 	 2.14633e+47 	 19.6828 	 636
25.7958 	 6.37008 	 7.55421e-05 	 3.91855e+07 	 2.17155e+47 	 19.4258 	 637
25.5565 	 6.38007 	 7.3933e-05 	 3.9638e+07 	 2.19663e+47 	 19.1764 	 638
25.3246 	 6.39007 	 7.2385e-05 	 4.00879e+07 	 2.22156e+47 	 18.9345 	 639
25.0998 	 6.40007 	 7.08951e-05 	 4.0535e+07 	 2.24634e+47 	 18.6997 	 640
24.8819 	 6.41007 	 6.94608e-05 	 4.09793e+07 	 2.27096e+47 	 18.4718 	 641
24.6706 	 6.42007 	 6.80797e-05 	 4.14206e+07 	 2.29541e+47 	 18.2505 	 642
24.4658 	 6.43007 	 6.67494e-05 	 4.18588e+07 	 2.3197e+47 	 18.0357 	 643
24.2672 	 6.44007 	 6.54676e-05 	 4.22939e+07 	 2.34381e+47 	 17.8271 	 644
24.0746 	 6.45006 	 6.42323e-05 	 4.27258e+07 	 2.36774e+47 	 17.6245 	 645
23.8878 	 6.46006 	 6.30415e-05 	 4.31544e+07 	 2.39149e+47 	 17.4277 	 646
23.7066 	 6.47006 	 6.18933e-05 	 4.35795e+07 	 2.41505e+47 	 17.2366 	 647
23.5309 	 6.48006 	 6.07858e-05 	 4.40012e+07 	 2.43842e+47 	 17.0509 	 648
23.3605 	 6.49006 	 5.97175e-05 	 4.44193e+07 	 2.46159e+47 	 16.8704 	 649
23.1951 	 6.50006 	 5.86866e-05 	 4.48337e+07 	 2.48456e+47 	 16.6951 	 650
23.0347 	 6.51006 	 5.76916e-05 	 4.52445e+07 	 2.50732e+47 	 16.5247 	 651
22.8791 	 6.52006 	 5.6731e-05 	 4.56515e+07 	 2.52987e+47 	 16.359 	 652
22.7281 	 6.53006 	 5.58035e-05 	 4.60546e+07 	 2.55222e+47 	 16.198 	 653
22.5815 	 6.54005 	 5.49076e-05 	 4.64538e+07 	 2.57434e+47 	 16.0415 	 654
22.4394 	 6.55005 	 5.40423e-05 	 4.68491e+07 	 2.59624e+47 	 15.8893 	 655
22.3014 	 6.56005 	 5.32061e-05 	 4.72403e+07 	 2.61792e+47 	 15.7413 	 656
22.1675 	 6.57005 	 5.23981e-05 	 4.76274e+07 	 2.63938e+47 	 15.5975 	 657
22.0376 	 6.58005 	 5.16171e-05 	 4.80105e+07 	 2.6606e+47 	 15.4576 	 658
21.9115 	 6.59005 	 5.0862e-05 	 4.83893e+07 	 2.6816e+47 	 15.3215 	 659
21.7892 	 6.60005 	 5.01319e-05 	 4.87638e+07 	 2.70235e+47 	 15.1892 	 660
21.6705 	 6.61005 	 4.94259e-05 	 4.91341e+07 	 2.72287e+47 	 15.0604 	 661
21.5553 	 6.62005 	 4.87429e-05 	 4.95001e+07 	 2.74315e+47 	 14.9352 	 662
21.4435 	 6.63005 	 4.80823e-05 	 4.98617e+07 	 2.76319e+47 	 14.8134 	 663
21.335 	 6.64005 	 4.7443e-05 	 5.02189e+07 	 2.78299e+47 	 14.695 	 664
21.2297 	 6.65005 	 4.68245e-05 	 5.05716e+07 	 2.80253e+47 	 14.5797 	 665
21.1276 	 6.66005 	 4.62258e-05 	 5.09199e+07 	 2.82183e+47 	 14.4676 	 666
21.0285 	 6.67005 	 4.56463e-05 	 5.12636e+07 	 2.84088e+47 	 14.3585 	 667
20.9324 	 6.68005 	 4.50854e-05 	 5.16028e+07 	 2.85968e+47 	 14.2523 	 668
20.8391 	 6.69005 	 4.45423e-05 	 5.19374e+07 	 2.87822e+47 	 14.1491 	 669
20.7487 	 6.70004 	 4.40164e-05 	 5.22675e+07 	 2.89651e+47 	 14.0486 	 670
20.6609 	 6.71004 	 4.35071e-05 	 5.25929e+07 	 2.91455e+47 	 13.9509 	 671
20.5758 	 6.72004 	 4.30139e-05 	 5.29136e+07 	 2.93232e+47 	 13.8558 	 672
20.4933 	 6.73004 	 4.25363e-05 	 5.32297e+07 	 2.94984e+47 	 13.7632 	 673
20.4133 	 6.74004 	 4.20736e-05 	 5.35411e+07 	 2.9671e+47 	 13.6732 	 674
20.3357 	 6.75004 	 4.16254e-05 	 5.38478e+07 	 2.98409e+47 	 13.5856 	 675
20.2605 	 6.76004 	 4.11912e-05 	 5.41498e+07 	 3.00083e+47 	 13.5004 	 676
20.1876 	 6.77004 	 4.07705e-05 	 5.4447e+07 	 3.0173e+47 	 13.4175 	 677
20.1169 	 6.78004 	 4.0363e-05 	 5.47395e+07 	 3.03351e+47 	 13.3369 	 678
20.0485 	 6.79004 	 3.99681e-05 	 5.50273e+07 	 3.04946e+47 	 13.2585 	 679
19.9822 	 6.80004 	 3.95856e-05 	 5.53103e+07 	 3.06514e+47 	 13.1822 	 680
19.918 	 6.81004 	 3.92149e-05 	 5.55885e+07 	 3.08056e+47 	 13.108 	 681
19.8558 	 6.82004 	 3.88557e-05 	 5.5862e+07 	 3.09571e+47 	 13.0358 	 682
19.7957 	 6.83004 	 3.85077e-05 	 5.61307e+07 	 3.1106e+47 	 12.9656 	 683
19.7374 	 6.84004 	 3.81705e-05 	 5.63946e+07 	 3.12523e+47 	 12.8974 	 684
19.6811 	 6.85004 	 3.78438e-05 	 5.66537e+07 	 3.13959e+47 	 12.831 	 685
19.6266 	 6.86004 	 3.75273e-05 	 5.6908e+07 	 3.15368e+47 	 12.7665 	 686
19.5739 	 6.87004 	 3.72207e-05 	 5.71576e+07 	 3.16751e+47 	 12.7039 	 687
19.523 	 6.88004 	 3.69236e-05 	 5.74024e+07 	 3.18108e+47 	 12.6429 	 688
19.4737 	 6.89004 	 3.66358e-05 	 5.76424e+07 	 3.19438e+47 	 12.5837 	 689
19.4262 	 6.90004 	 3.63571e-05 	 5.78777e+07 	 3.20742e+47 	 12.5262 	 690
19.3803 	 6.91004 	 3.60872e-05 	 5.81082e+07 	 3.22019e+47 	 12.4703 	 691
19.336 	 6.92004 	 3.58257e-05 	 5.8334e+07 	 3.2327e+47 	 12.416 	 692
19.2933 	 6.93004 	 3.55726e-05 	 5.8555e+07 	 3.24495e+47 	 12.3633 	 693
19.2521 	 6.94003 	 3.53275e-05 	 5.87713e+07 	 3.25694e+47 	 12.3121 	 694
19.2125 	 6.95003 	 3.50903e-05 	 5.89829e+07 	 3.26866e+47 	 12.2624 	 695
19.1743 	 6.96003 	 3.48606e-05 	 5.91898e+07 	 3.28013e+47 	 12.2142 	 696
19.1375 	 6.97003 	 3.46384e-05 	 5.9392e+07 	 3.29134e+47 	 12.1675 	 697
19.1021 	 6.98003 	 3.44235e-05 	 5.95895e+07 	 3.30228e+47 	 12.1221 	 698
19.0681 	 6.99003 	 3.42155e-05 	 5.97824e+07 	 3.31297e+47 	 12.0781 	 699
19.0355 	 7.00003 	 3.40144e-05 	 5.99706e+07 	 3.3234e+47 	 12.0355 	 700
19.0042 	 7.01003 	 3.382e-05 	 6.01542e+07 	 3.33358e+47 	 11.9941 	 701
18.9742 	 7.02003 	 3.36321e-05 	 6.03332e+07 	 3.3435e+47 	 11.9541 	 702
18.9454 	 7.03003 	 3.34506e-05 	 6.05076e+07 	 3.35316e+47 	 11.9154 	 703
18.9179 	 7.04003 	 3.32752e-05 	 6.06775e+07 	 3.36257e+47 	 11.8778 	 704
18.8916 	 7.05003 	 3.31059e-05 	 6.08428e+07 	 3.37173e+47 	 11.8415 	 705
18.8665 	 7.06003 	 3.29425e-05 	 6.10036e+07 	 3.38065e+47 	 11.8064 	 706
18.8425 	 7.07003 	 3.27849e-05 	 6.11599e+07 	 3.38931e+47 	 11.7725 	 707
18.8198 	 7.08003 	 3.26328e-05 	 6.13117e+07 	 3.39772e+47 	 11.7397 	 708
18.7981 	 7.09003 	 3.24863e-05 	 6.1459e+07 	 3.40588e+47 	 11.7081 	 709
18.7775 	 7.10003 	 3.23451e-05 	 6.1602e+07 	 3.41381e+47 	 11.6775 	 710
18.7581 	 7.11003 	 3.22092e-05 	 6.17405e+07 	 3.42148e+47 	 11.648 	 711
18.7397 	 7.12003 	 3.20783e-05 	 6.18746e+07 	 3.42892e+47 	 11.6196 	 712
18.7223 	 7.13003 	 3.19526e-05 	 6.20044e+07 	 3.43611e+47 	 11.5923 	 713
18.706 	 7.14003 	 3.18317e-05 	 6.21299e+07 	 3.44306e+47 	 11.5659 	 714
18.6906 	 7.15003 	 3.17156e-05 	 6.22511e+07 	 3.44978e+47 	 11.5406 	 715
18.6763 	 7.16003 	 3.16042e-05 	 6.2368e+07 	 3.45626e+47 	 11.5163 	 716
18.6629 	 7.17003 	 3.14975e-05 	 6.24806e+07 	 3.4625e+47 	 11.4929 	 717
18.6505 	 7.18003 	 3.13952e-05 	 6.25891e+07 	 3.46851e+47 	 11.4705 	 718
18.6391 	 7.19003 	 3.12974e-05 	 6.26933e+07 	 3.47429e+47 	 11.4491 	 719
18.6286 	 7.20003 	 3.12039e-05 	 6.27935e+07 	 3.47984e+47 	 11.4285 	 720
18.6189 	 7.21003 	 3.11146e-05 	 6.28895e+07 	 3.48515e+47 	 11.4089 	 721
18.6102 	 7.22003 	 3.10296e-05 	 6.29814e+07 	 3.49025e+47 	 11.3902 	 722
18.6024 	 7.23003 	 3.09486e-05 	 6.30692e+07 	 3.49511e+47 	 11.3723 	 723
18.5954 	 7.24003 	 3.08716e-05 	 6.3153e+07 	 3.49976e+47 	 11.3554 	 724
18.5893 	 7.25003 	 3.07986e-05 	 6.32328e+07 	 3.50418e+47 	 11.3392 	 725
18.584 	 7.26003 	 3.07295e-05 	 6.33086e+07 	 3.50838e+47 	 11.324 	 726
18.5795 	 7.27003 	 3.06641e-05 	 6.33805e+07 	 3.51237e+47 	 11.3095 	 727
18.5759 	 7.28003 	 3.06026e-05 	 6.34485e+07 	 3.51614e+47 	 11.2959 	 728
18.5731 	 7.29003 	 3.05446e-05 	 6.35127e+07 	 3.51969e+47 	 11.283 	 729
18.571 	 7.30003 	 3.04903e-05 	 6.3573e+07 	 3.52303e+47 	 11.271 	 730
18.5698 	 7.31003 	 3.04396e-05 	 6.36294e+07 	 3.52616e+47 	 11.2597 	 731
18.5693 	 7.32003 	 3.03924e-05 	 6.36822e+07 	 3.52908e+47 	 11.2493 	 732
18.5696 	 7.33003 	 3.03486e-05 	 6.37311e+07 	 3.5318e+47 	 11.2395 	 733
18.5706 	 7.34003 	 3.03082e-05 	 6.37764e+07 	 3.53431e+47 	 11.2306 	 734
18.5723 	 7.35003 	 3.02712e-05 	 6.3818e+07 	 3.53661e+47 	 11.2223 	 735
18.5748 	 7.36003 	 3.02374e-05 	 6.3856e+07 	 3.53872e+47 	 11.2148 	 736
18.5781 	 7.37003 	 3.02069e-05 	 6.38904e+07 	 3.54062e+47 	 11.208 	 737
18.582 	 7.38003 	 3.01797e-05 	 6.39212e+07 	 3.54233e+47 	 11.2019 	 738
18.5866 	 7.39003 	 3.01555e-05 	 6.39484e+07 	 3.54384e+47 	 11.1966 	 739
18.5919 	 7.40003 	 3.01345e-05 	 6.39722e+07 	 3.54516e+47 	 11.1919 	 740
18.5979 	 7.41003 	 3.01166e-05 	 6.39925e+07 	 3.54628e+47 	 11.1879 	 741
18.6046 	 7.42003 	 3.01017e-05 	 6.40094e+07 	 3.54722e+47 	 11.1846 	 742
18.612 	 7.43003 	 3.00898e-05 	 6.40229e+07 	 3.54797e+47 	 11.1819 	 743
18.62 	 7.44003 	 3.00809e-05 	 6.4033e+07 	 3.54853e+47 	 11.1799 	 744
18.6286 	 7.45003 	 3.00749e-05 	 6.40398e+07 	 3.5489e+47 	 11.1786 	 745
18.6379 	 7.46003 	 3.00718e-05 	 6.40433e+07 	 3.5491e+47 	 11.1779 	 746
18.6479 	 7.47003 	 3.00716e-05 	 6.40436e+07 	 3.54911e+47 	 11.1779 	 747
18.6585 	 7.48003 	 3.00742e-05 	 6.40406e+07 	 3.54895e+47 	 11.1784 	 748
18.6697 	 7.49003 	 3.00796e-05 	 6.40345e+07 	 3.54861e+47 	 11.1797 	 749
18.6815 	 7.50003 	 3.00878e-05 	 6.40252e+07 	 3.54809e+47 	 11.1815 	 750
18.6939 	 7.51003 	 3.00987e-05 	 6.40128e+07 	 3.5474e+47 	 11.1839 	 751
18.707 	 7.52003 	 3.01124e-05 	 6.39973e+07 	 3.54655e+47 	 11.187 	 752
18.7206 	 7.53003 	 3.01288e-05 	 6.39787e+07 	 3.54552e+47 	 11.1906 	 753
18.7349 	 7.54003 	 3.01478e-05 	 6.39572e+07 	 3.54432e+47 	 11.1949 	 754
18.7497 	 7.55003 	 3.01695e-05 	 6.39326e+07 	 3.54297e+47 	 11.1997 	 755
18.7651 	 7.56003 	 3.01938e-05 	 6.39052e+07 	 3.54144e+47 	 11.2051 	 756
18.7811 	 7.57003 	 3.02207e-05 	 6.38748e+07 	 3.53976e+47 	 11.2111 	 757
18.7977 	 7.58003 	 3.02503e-05 	 6.38416e+07 	 3.53792e+47 	 11.2177 	 758
18.8148 	 7.59003 	 3.02823e-05 	 6.38055e+07 	 3.53592e+47 	 11.2248 	 759
18.8325 	 7.60003 	 3.0317e-05 	 6.37666e+07 	 3.53376e+47 	 11.2325 	 760
18.8508 	 7.61003 	 3.03541e-05 	 6.37249e+07 	 3.53145e+47 	 11.2408 	 761
18.8696 	 7.62003 	 3.03938e-05 	 6.36806e+07 	 3.529e+47 	 11.2496 	 762
18.889 	 7.63003 	 3.0436e-05 	 6.36335e+07 	 3.52639e+47 	 11.2589 	 763
18.9089 	 7.64003 	 3.04807e-05 	 6.35837e+07 	 3.52363e+47 	 11.2689 	 764
18.9293 	 7.65003 	 3.05278e-05 	 6.35313e+07 	 3.52072e+47 	 11.2793 	 765
18.9503 	 7.66003 	 3.05774e-05 	 6.34763e+07 	 3.51768e+47 	 11.2903 	 766
18.9719 	 7.67003 	 3.06295e-05 	 6.34188e+07 	 3.51449e+47 	 11.3018 	 767
18.9939 	 7.68003 	 3.0684e-05 	 6.33587e+07 	 3.51116e+47 	 11.3139 	 768
19.0165 	 7.69003 	 3.07409e-05 	 6.32961e+07 	 3.50769e+47 	 11.3265 	 769
19.0396 	 7.70003 	 3.08002e-05 	 6.3231e+07 	 3.50408e+47 	 11.3396 	 770
19.0632 	 7.71003 	 3.08619e-05 	 6.31636e+07 	 3.50034e+47 	 11.3532 	 771
19.0874 	 7.72003 	 3.09261e-05 	 6.30937e+07 	 3.49647e+47 	 11.3674 	 772
19.1121 	 7.73003 	 3.09926e-05 	 6.30214e+07 	 3.49247e+47 	 11.382 	 773
19.1372 	 7.74003 	 3.10615e-05 	 6.29468e+07 	 3.48833e+47 	 11.3972 	 774
19.1629 	 7.75003 	 3.11327e-05 	 6.28699e+07 	 3.48407e+47 	 11.4129 	 775
19.1891 	 7.76003 	 3.12064e-05 	 6.27908e+07 	 3.47969e+47 	 11.4291 	 776
19.2158 	 7.77003 	 3.12824e-05 	 6.27094e+07 	 3.47518e+47 	 11.4458 	 777
19.243 	 7.78003 	 3.13607e-05 	 6.26258e+07 	 3.47054e+47 	 11.4629 	 778
19.2707 	 7.79003 	 3.14414e-05 	 6.254e+07 	 3.46579e+47 	 11.4806 	 779
19.2989 	 7.80003 	 3.15244e-05 	 6.24521e+07 	 3.46092e+47 	 11.4988 	 780
19.3275 	 7.81003 	 3.16098e-05 	 6.23621e+07 	 3.45593e+47 	 11.5175 	 781
19.3567 	 7.82003 	 3.16975e-05 	 6.227e+07 	 3.45082e+47 	 11.5367 	 782
19.3864 	 7.83003 	 3.17876e-05 	 6.21758e+07 	 3.44561e+47 	 11.5563 	 783
19.4165 	 7.84003 	 3.188e-05 	 6.20796e+07 	 3.44028e+47 	 11.5765 	 784
19.4471 	 7.85003 	 3.19747e-05 	 6.19815e+07 	 3.43484e+47 	 11.5971 	 785
19.4782 	 7.86003 	 3.20718e-05 	 6.18814e+07 	 3.42929e+47 	 11.6182 	 786
19.5098 	 7.87003 	 3.21712e-05 	 6.17793e+07 	 3.42363e+47 	 11.6398 	 787
19.5419 	 7.88003 	 3.2273e-05 	 6.16754e+07 	 3.41787e+47 	 11.6619 	 788
19.5745 	 7.89003 	 3.2377e-05 	 6.15695e+07 	 3.41201e+47 	 11.6844 	 789
19.6075 	 7.90003 	 3.24834e-05 	 6.14619e+07 	 3.40604e+47 	 11.7074 	 790
19.641 	 7.91003 	 3.25922e-05 	 6.13524e+07 	 3.39998e+47 	 11.7309 	 791
19.675 	 7.92003 	 3.27033e-05 	 6.12412e+07 	 3.39381e+47 	 11.7549 	 792
19.7094 	 7.93003 	 3.28167e-05 	 6.11282e+07 	 3.38755e+47 	 11.7794 	 793
19.7443 	 7.94003 	 3.29325e-05 	 6.10135e+07 	 3.38119e+47 	 11.8043 	 794
19.7797 	 7.95003 	 3.30506e-05 	 6.08971e+07 	 3.37474e+47 	 11.8297 	 795
19.8156 	 7.96003 	 3.31711e-05 	 6.0779e+07 	 3.3682e+47 	 11.8555 	 796
19.8519 	 7.97003 	 3.32939e-05 	 6.06593e+07 	 3.36157e+47 	 11.8819 	 797
19.8887 	 7.98003 	 3.34192e-05 	 6.0538e+07 	 3.35484e+47 	 11.9086 	 798
19.9259 	 7.99003 	 3.35467e-05 	 6.04151e+07 	 3.34803e+47 	 11.9359 	 799
19.9637 	 8.00003 	 3.36767e-05 	 6.02906e+07 	 3.34114e+47 	 11.9636 	 800
20.0018 	 8.01003 	 3.3809e-05 	 6.01647e+07 	 3.33415e+47 	 11.9918 	 801
20.0405 	 8.02003 	 3.39438e-05 	 6.00372e+07 	 3.32709e+47 	 12.0205 	 802
20.0796 	 8.03003 	 3.40809e-05 	 5.99082e+07 	 3.31994e+47 	 12.0496 	 803
20.1192 	 8.04003 	 3.42204e-05 	 5.97778e+07 	 3.31272e+47 	 12.0791 	 804
20.1592 	 8.05004 	 3.43623e-05 	 5.9646e+07 	 3.30541e+47 	 12.1092 	 805
